Location,Total_Land_Area_acres,Number_of_Cows,Farm_Size,Date,Product_ID,Product_Name,Brand,Quantity_liters&kg,Price_per_Unit,Total_Value,Shelf_Life_days,Storage_Condition,Production_Date,Expiration_Date,Quantity_Sold_liters&kg,Price_per_Unit_sold,Approx_Total Revenue_INR,Customer_Location,Sales_Channel,Quantity_in_Stock_liters&kg,Minimum_Stock_Threshold_liters&kg,Reorder_Quantity_liters&kg,Stock_check,Deliver_expire_product
West Bengal,15.88,96,Large,3/22/2020,1,Milk,Raj,274.46,33.2,9112.07,28,Tetra Pack,3/5/2020,4/2/2020,250,30.96,7740.0,Jharkhand,Online,24,71.11,165.85,IN DANGER,YES
Maharashtra,284.04,95,Medium,9/20/2021,5,Ice Cream,Mother Dairy,702.01,40.01,28087.42,28,Frozen,9/11/2021,10/9/2021,656,41.95,27519.2,West Bengal,Online,46,36.57,117.21,SAFE,YES
Uttar Pradesh,437.23,32,Large,4/1/2020,2,Butter,Warana,916.21,96.75,88643.32,34,Frozen,3/31/2020,5/4/2020,178,96.21,17125.38,Uttar Pradesh,Online,738,45.26,118.81,SAFE,YES
Chandigarh,876.35,34,Medium,3/4/2021,4,Yogurt,Palle2patnam,727.52,39.76,28926.2,24,Frozen,1/19/2021,2/12/2021,300,37.65,11295.0,Chandigarh,Retail,427,60.17,76.54,SAFE,NO
Kerala,917.01,100,Medium,6/17/2021,10,Ghee,Amul,253.65,49.29,12502.41,91,AMBIENT,5/28/2021,27-08-2021,1,50.21,50.21,Maharashtra,Retail,252,90.41,147.38,SAFE,YES
Haryana,365.61,43,Medium,6/16/2019,8,Buttermilk,Mother Dairy,712.46,91.75,65368.21,7,Refrigerated,5/2/2019,5/9/2019,649,89.45,58053.05,Haryana,Wholesale,63,25.21,37.95,SAFE,NO
Jharkhand,971.54,28,Medium,3/7/2021,4,Yogurt,Dodla Dairy,732.04,89.03,65173.52,23,Frozen,3/6/2021,3/29/2021,417,90.03,37542.51,Tamil Nadu,Wholesale,315,58.85,153.46,SAFE,YES
Haryana,497.42,100,Large,9/22/2020,4,Yogurt,Palle2patnam,973.39,53.12,51706.48,21,Frozen,8/18/2020,9/8/2020,326,54.18,17662.68,Telangana,Wholesale,647,87.75,159.12,SAFE,NO
Uttar Pradesh,759.44,21,Small,10/15/2021,3,Cheese,Britannia Industries,103.56,98.76,10227.59,42,Refrigerated,8/19/2021,9/30/2021,31,99.8,3093.8,Kerala,Wholesale,72,42.37,130.98,SAFE,NO
Karnataka,65.97,43,Small,1/5/2022,10,Ghee,Sudha ,923.86,95.26,88006.9,68,Ambient,12/12/2021,2/18/2022,877,92.76,81350.52,Bihar,Wholesale,46,70.88,133.03,IN DANGER,YES
Bihar,774.13,58,Large,4/26/2019,4,Yogurt,,896.79,19.24,17254.24,29,refrigerated,3/8/2019,4/6/2019,1,19.66,19.66,Tamil Nadu,Wholesale,895,38.93,189.57,SAFE,NO
Delhi,694.42,58,Large,6/11/2021,2,Butter,Warana,236.79,74.68,17683.48,27,Refrigerated,4/14/2021,11/05/2021,134,77.59,10397.06,Kerala,Retail,102,43.11,172.93,SAFE,NO
Telangana,372.78,63,Large,3/12/2020,2,Butter,Mother Dairy,656.31,43.77,28726.69,28,Frozen,1/28/2020,2/25/2020,586,45.26,26522.36,West Bengal,Wholesale,70,27.57,185.34,SAFE,NO
Madhya Pradesh,884.22,29,Large,5/11/2020,9,Paneer,Mother Dairy,642.56,77.25,49637.76,9,Refrigerated,3/19/2020,3/28/2020,224,72.58,16257.92,Delhi,Wholesale,418,75.73,20.76,SAFE,NO
West Bengal,696.58,17,Small,4/15/2019,5,Ice Cream,,812.02,35.43,28769.87,27,Frozen,4/1/2019,28-04-2019,36,37.36,1344.96,Kerala,Retail,776,60.19,87.08,SAFE,YES
Chandigarh,15.34,30,Small,10/19/2020,2,Butter,Amul,905.1,,31995.29,29,Frozen,9/25/2020,10/24/2020,128,30.54,3909.12,Madhya Pradesh,Retail,777,18.8,83.87,SAFE,YES
Haryana,735.34,91,Medium,11/20/2020,10,Ghee,Mother Dairy,261.52,90.98,23793.09,93,Ambient,10/26/2020,1/27/2021,108,87.64,9465.12,West Bengal,Online,153,16.87,115.9,SAFE,YES
Chandigarh,682.76,46,Small,1/28/2021,2,Butter,Amul,623.03,97.42,60695.58,38,Frozen,12/11/2020,18/01/2021,373,95.0,35435.0,Kerala,Retail,250,72.13,73.73,SAFE,NO
Bihar,276.41,23,Small,3/1/2020,1,Milk,,978.15,93.26,91222.27,23,Tetra Pack,1/17/2020,09/02/2020,2,91.91,183.82,Jharkhand,Wholesale,976,87.27,122.14,SAFE,NO
Kerala,529.27,41,Medium,12/13/2021,5,Ice Cream,Palle2patnam,570.0,61.13,34844.1,28,Frozen,11/25/2021,12/23/2021,443,56.73,25131.39,Telangana,Wholesale,127,36.44,132.31,SAFE,YES
Chandigarh,754.49,68,Small,1/17/2021,7,Lassi,Sudha,209.5,98.18,20568.71,12,Refridgerated,12/30/2020,1/11/2021,80,93.19,7455.2,Delhi,Wholesale,129,61.02,196.2,SAFE,NO
West Bengal,285.03,43,Small,6/8/2021,6,Curd,Amul,823.85,26.02,21436.58,7,Refrigerated,5/8/2021,5/15/2021,185,25.18,4658.3,Kerala,Online,638,22.94,146.74,SAFE,NO
Madhya Pradesh,921.67,93,Medium,9/27/2019,6,Curd,,864.01,14.94,12908.31,7,Refrigerated,9/22/2019,9/29/2019,48,10.4,499.2,Chandigarh,Retail,816,23.86,38.11,SAFE,YES
Delhi,712.06,31,Small,11/15/2019,10,Ghee,,246.47,16.21,3995.28,62,Ambient,2019/11/06,1/7/2020,33,18.92,624.36,Maharashtra,Retail,213,66.64,180.64,SAFE,YES
Maharashtra,760.9,50,Small,5/16/2020,7,Lassi,Raj,165.3,80.44,13296.73,18,Refrigerated,4/12/2020,4/30/2020,106,78.62,8333.72,Gujarat,Wholesale,59,70.75,114.91,IN DANGER,NO
Madhya Pradesh,783.52,16,Medium,9/4/2021,3,Cheese,Dynamix Dairies,824.57,51.5,42465.36,57,Refrigerator,8/1/2021,27/09/2021,495,54.88,27165.6,Karnataka,Wholesale,329,53.93,66.08,SAFE,YES
  Tamil Nadu  ,604.46,62,Medium,6/12/2021,10,Ghee,Sudha,588.83,,21392.19,148,Ambiant,5/6/2021,10/1/2021,261,40.65,10609.65,Tamil Nadu,Retail,327,54.52,58.77,SAFE,YES
  Kerala  ,50.63,89,Small,4/2/2022,5,Ice Cream,Palle2patnam,145.15,61.4,8912.21,24,FROZEN,3/20/2022,4/13/2022,25,59.23,1480.75,Telangana,Online,120,51.0,162.44,SAFE,YES
Chandigarh,666.54,70,Medium,6/4/2021,7,Lassi,Sudha ,966.89,93.59,90491.24,13,Refrigerated,5/16/2021,5/29/2021,360,97.2,34992.0,Maharashtra,Online,606,25.69,153.83,SAFE,NO
Rajasthan,332.44,73,Medium,8/23/2021,6,Curd,Mother Dairy,589.56,12.59,7422.56,6,Refrigerated,7/26/2021,8/1/2021,282,15.14,4269.48,Chandigarh,Retail,307,31.69,99.76,SAFE,NO
Rajasthan,432.06,20,Small,9/9/2019,3,Cheese,Dynamix Dairies,322.37,49.24,15873.5,52,Refrigerated,8/28/2019,10/19/2019,275,49.9,13722.5,Kerala,Wholesale,47,60.46,145.94,IN DANGER,YES
Delhi,250.07,56,Medium,6/5/2020,9,Paneer,Mother Dairy,500.21,95.69,47865.09,9,Refrigerated,4/17/2020,4/26/2020,384,97.97,37620.48,Karnataka,Online,116,80.87,38.88,SAFE,NO
Madhya Pradesh,987.38,71,Medium,1/1/2019,5,Ice Cream,Mother Dairy,355.4,75.69,26900.23,30,Frozen,12/7/2018,1/6/2019,116,72.41,8399.56,Maharashtra,Retail,239,65.49,42.61,SAFE,YES
Gujarat,920.73,28,Small,7/12/2019,8,Buttermilk,sudha,410.88,15.81,6496.01,12,Refrigerated,6/14/2019,6/26/2019,160,14.04,2246.4,Chandigarh,Online,250,60.51,65.84,SAFE,NO
Chandigarh,949.9,22,Large,11/11/2022,2,Butter,Parag Milk Foods,695.34,20.01,13913.75,31,Refrigerated,9/28/2022,10/29/2022,86,22.8,1960.8,Tamil Nadu,Retail,609,15.01,100.19,SAFE,NO
Chandigarh,285.65,43,Small,5/8/2021,8,Buttermilk,Sudha ,807.1,72.73,58700.38,13,Refrigerated,3/17/2021,3/30/2021,81,75.24,6094.44,Haryana,Wholesale,726,18.8,129.1,SAFE,NO
Karnataka,570.16,87,Large,9/21/2019,6,Curd,,959.03,61.02,58520.01,6,Refrigerated,"September 17, 2019",9/23/2019,56,62.33,3490.48,Chandigarh,Retail,903,78.38,148.86,SAFE,YES
Haryana,403.35,73,Large,1/12/2019,3,Cheese,Passion Cheese,137.95,64.84,8944.68,82,Refrigerated,12/16/2018,3/8/2019,99,62.02,6139.98,Gujarat,Online,38,53.04,170.39,IN DANGER,YES
Uttar Pradesh,756.06,45,Medium,6/4/2019,8,Buttermilk,sudha,848.45,980.5465608945173,39792.31,11,Refrigerated,5/8/2019,5/19/2019,284,50.7,14398.8,Madhya Pradesh,Online,564,25.06,39.23,SAFE,NO
Rajasthan,436.75,38,Small,1/22/2022,4,Yogurt,Dodla Dairy,617.19,86.65,53479.51,28,Frozen,12/5/2021,1/2/2022,144,83.82,12070.08,Jharkhand,Retail,473,12.71,131.48,SAFE,NO
Telangana,557.97,13,Large,4/17/2020,6,Curd,Sudha,935.58,60.23,56349.98,5,Refrigerated,2/28/2020,3/4/2020,526,58.79,30923.54,Delhi,Retail,409,73.04,156.73,SAFE,NO
Rajasthan,656.35,78,Small,11/9/2021,2,Butter,Warana,205.27,62.23,12773.95,33,Frozen,10/20/2021,11/22/2021,185,62.63,11586.55,Delhi,Online,20,18.5,96.06,SAFE,YES
  Chandigarh  ,657.43,53,Small,5/2/2021,7,Lassi,Raj,37.52,10.03,376.33,14,Refrigerated,4/7/2021,2021/04/21,10,11.43,114.3,Delhi,Wholesale,27,86.98,49.67,IN DANGER,NO
Kerala,238.63,27,Small,1/7/2022,8,Buttermilk,Sudha,831.73,93.9,78099.45,11,,11/24/2021,12/5/2021,604,98.68,59602.72,Delhi,Wholesale,227,35.7,175.36,SAFE,NO
West Bengal,235.11,29,Large,7/13/2019,2,Butter,Parag Milk Foods,85.49,84.96,7263.23,35,Frozen,30-05-2019,7/4/2019,67,83.06,5565.02,Karnataka,Retail,18,74.62,46.68,IN DANGER,NO
Madhya Pradesh,133.1,98,Large,7/3/2021,2,Butter,Warana,367.29,58.42,21457.08,37,Frozen,2021/05/29,7/5/2021,218,63.41,13823.38,Tamil Nadu,Retail,149,17.14,67.45,SAFE,YES
Gujarat,669.13,49,Large,4/3/2020,8,Buttermilk,Raj,268.12,97.39,26112.21,7,Refrigerated,4/1/2020,"April 08, 2020",228,101.5,23142.0,Bihar,Retail,40,98.33,191.93,IN DANGER,YES
Telangana,546.37,89,Large,1/14/2019,4,Yogurt,Mother Dairy,111.62,,3219.12,23,Refrigerated,16-11-2018,09-12-2018,76,27.5,2090.0,Maharashtra,Online,35,45.83,80.2,IN DANGER,NO
Jharkhand,296.48,24,Medium,11/28/2021,4,Yogurt,Palle2patnam,173.03,32.27,5583.68,30,Frozen,11/9/2021,12/9/2021,131,32.64,4275.84,Haryana,Online,42,10.63,46.14,SAFE,YES
Tamil Nadu,922.73,33,Medium,1/23/2020,8,Buttermilk,Raj,705.8,80.33,56696.91,13,Refrigerated,"January 02, 2020",1/15/2020,402,83.9,33727.8,Rajasthan,Wholesale,303,44.57,81.1,SAFE,NO
Delhi,913.52,14,Small,9/23/2019,2,Butter,Parag Milk Foods,15.11,91.66,1384.98,32,Refridgerated,9/19/2019,10/21/2019,2,88.71,177.42,Chandigarh,Retail,13,67.92,132.91,IN DANGER,YES
West Bengal,23.19,96,Small,7/18/2022,1,Milk,Mother Dairy,-129.7,20.36,2640.69,1,Polythene Packet,7/17/2022,7/18/2022,2,21.61,43.22,Bihar,Wholesale,127,43.32,57.13,SAFE,YES
Karnataka,533.72,57,Large,11/17/2019,1,Milk,Mother Dairy,317.62,76.1,24170.88,1,Polythene Packet,11/3/2019,11/4/2019,274,75.85,20782.9,Delhi,Online,43,96.27,108.06,IN DANGER,NO
Rajasthan,359.41,33,Medium,12/8/2021,7,Lassi,Raj,459.81,39.05,17955.58,15,Refrigerated,11/27/2021,12/12/2021,400,43.75,17500.0,Gujarat,Retail,59,54.93,54.05,SAFE,YES
Rajasthan,244.2,49,Medium,11/2/2022,7,Lassi,Raj,722.56,31.51,22767.87,12,Refrigerated,10/23/2022,11/4/2022,243,29.14,7081.02,Chandigarh,Wholesale,479,60.47,127.22,SAFE,YES
Madhya Pradesh,267.25,20,Large,10/13/2019,1,Milk,Mother Dairy,-197.4,,11857.82,23,Tetra Pack,8/29/2019,9/21/2019,69,60.41,4168.29,Chandigarh,Retail,128,62.2,29.82,SAFE,NO
Karnataka,36.69,80,Medium,5/22/2022,4,Yogurt,Amul,-162.68,20.51,3336.57,24,Frozen,2022/05/01,5/25/2022,94,16.64,1564.16,Chandigarh,Wholesale,68,42.84,158.09,SAFE,YES
Kerala,63.53,30,Small,2/19/2022,6,Curd,Sudha,732.05,65.55,47985.88,6,REFRIGERATED,12/27/2021,1/2/2022,312,63.7,19874.4,Madhya Pradesh,Retail,420,32.36,145.45,SAFE,NO
Telangana,195.03,96,Large,1/27/2020,5,Ice Cream,Mother Dairy,55.95,34.75,1944.26,27,Frozen,1/7/2020,2/3/2020,42,31.8,1335.6,Delhi,Retail,13,24.62,194.18,IN DANGER,YES
Tamil Nadu,385.52,62,Medium,12/22/2022,5,Ice Cream,Dodla Dairy,652.94,43.12,28154.77,24,Frozen,11/17/2022,12/11/2022,221,46.79,10340.59,Chandigarh,Wholesale,431,76.15,108.54,SAFE,NO
Delhi,706.48,19,Small,3/3/2020,2,Butter,Mother Dairy,848.92,12.39,10518.12,25,Frozen,1/21/2020,2/15/2020,25,11.47,286.75,Telangana,Wholesale,823,67.33,22.72,SAFE,NO
Maharashtra,619.81,46,Large,6/19/2020,7,Lassi,Raj,227.38,22.06,5016.0,12,Refrigerated,5/6/2020,2020/05/18,116,24.29,2817.64,Chandigarh,Online,111,84.72,106.35,SAFE,NO
Tamil Nadu,488.37,67,Small,2/2/2019,1,Milk,,689.35,21.56,14862.39,2,Polythene Packet,12/10/2018,12/12/2018,101,22.37,2259.37,Gujarat,Online,588,74.84,134.97,SAFE,NO
West Bengal,378.5,85,Large,1/4/2020,10,Ghee,Mother Dairy,39.5,77.27,3052.17,127,Ambient,11/9/2019,3/15/2020,24,81.83,1963.92,Gujarat,Wholesale,15,43.02,198.16,IN DANGER,YES
West Bengal,164.46,31,Small,9/5/2020,7,Lassi,Mother Dairy,692.65,93.59,64825.11,12,Refrigerated,8/31/2020,9/12/2020,387,95.9,37113.3,Chandigarh,Retail,305,74.32,120.75,SAFE,YES
Karnataka,655.0,12,Large,5/7/2020,6,Curd,Sudha,389.06,10.64,4139.6,5,,4/7/2020,4/12/2020,57,5.94,338.58,Telangana,Wholesale,332,28.67,169.03,SAFE,NO
Telangana,748.97,72,Small,10/11/2021,9,Paneer,Sudha,318.52,88.1,28061.61,13,Refrigerated,9/1/2021,9/14/2021,15,83.75,1256.25,Maharashtra,Retail,303,60.39,181.64,SAFE,NO
Madhya Pradesh,166.99,21,Large,8/4/2019,9,Paneer,Amul,373.3,56.6,21128.78,14,Refrigerated,09/06/2019,6/23/2019,264,58.8,15523.2,Delhi,Wholesale,109,48.92,162.99,SAFE,NO
Haryana,817.52,52,Medium,5/15/2022,4,Yogurt,Mother Dairy,899.27,14.05,12634.74,29,Frozen,4/4/2022,5/3/2022,413,16.72,6905.36,Bihar,Wholesale,486,91.17,110.07,SAFE,NO
Haryana,408.86,72,Small,2/20/2019,8,Buttermilk,Amul,368.0,95.08,34989.44,8,Refrigerated,1/5/2019,1/13/2019,325,98.84,32123.0,Chandigarh,Retail,43,74.92,149.92,IN DANGER,NO
Jharkhand,81.0,76,Large,8/15/2019,6,Curd,Sudha,879.54,66.01,58058.44,5,Refrigerated,7/22/2019,7/27/2019,531,63.73,33840.63,Chandigarh,Online,348,82.36,82.27,SAFE,NO
Telangana,885.94,26,Medium,9/21/2021,8,Buttermilk,Mother Dairy,96.62,32.92,3180.73,14,Refrigerated,2021/08/19,9/2/2021,36,35.81,1289.16,West Bengal,Online,60,46.91,70.84,SAFE,NO
Telangana,137.38,91,Large,9/20/2020,8,Buttermilk,Mother Dairy,302.02,88.12,26614.0,13,Refrigerated,9/5/2020,9/18/2020,168,89.02,14955.36,Haryana,Retail,134,57.22,144.06,SAFE,NO
Delhi,20.87,31,Small,7/22/2020,10,Ghee,Amul,358.6,27.4,9825.64,145,Ambient,2020/06/15,11/7/2020,105,27.84,2923.2,Tamil Nadu,Wholesale,253,38.2,148.72,SAFE,YES
Delhi,680.33,12,Medium,12/18/2019,5,Ice Cream,Amul,584.89,99.73,58331.08,22,Frozen,10/20/2019,11/11/2019,457,97.64,44621.48,Maharashtra,Retail,127,50.98,73.75,SAFE,NO
Telangana,75.87,94,Medium,10/24/2021,1,Milk,Amul,216.75,70.98,15384.92,1,Polythene Packet,10/10/2021,10/11/2021,189,70.19,13265.91,Jharkhand,Online,27,66.78,159.31,IN DANGER,NO
Delhi,242.35,68,Large,6/18/2019,9,Paneer, amul,351.37,60.98,21426.54,14,REFRIGERATED,5/18/2019,6/1/2019,97,63.06,6116.82,Maharashtra,Retail,254,11.67,40.81,SAFE,NO
Bihar,774.07,68,Large,5/2/2022,2,Butter,Mother Dairy,988.47,23.32,23051.12,26,Refrigerated,3/5/2022,3/31/2022,823,25.47,20961.81,Haryana,Online,165,19.65,47.74,SAFE,NO
Bihar,27.49,83,Small,2/8/2021,2,Butter,Amul,-714.97,75.56,54023.13,37,Frozen,12/17/2020,1/23/2021,287,76.42,21932.54,Delhi,Retail,427,41.49,106.19,SAFE,NO
Chandigarh,455.54,13,Medium,3/15/2020,1,Milk,Amul,405.67,78.37,31792.36,24,Tetra Pack,2/9/2020,3/4/2020,102,80.19,8179.38,Chandigarh,Wholesale,303,52.85,155.97,SAFE,NO
Haryana,416.84,78,Small,10/9/2020,6,Curd,Raj,638.16,40.14,25615.74,6,REFRIGERATED,8/26/2020,"September 01, 2020",620,44.73,27732.6,Uttar Pradesh,Online,18,97.02,58.76,IN DANGER,NO
Rajasthan,244.08,37,Large,2/18/2019,7,Lassi,Amul,144.1,48.64,7009.02,17,Refrigerated,2/4/2019,2/21/2019,70,50.66,3546.2,Chandigarh,Online,74,39.78,32.96,SAFE,YES
Bihar,937.71,28,Large,2/26/2019,1,Milk,Amul,957.37,58.07,55594.48,27,Tetra Pack,20/01/2019,16-02-2019,401,58.6,23498.6,West Bengal,Retail,556,63.39,151.89,SAFE,NO
Uttar Pradesh,24.47,91,Medium,5/5/2022,5,Ice Cream,Mother Dairy,391.29,74.62,29198.06,28,Freezer,4/24/2022,5/22/2022,244,78.44,19139.36,Chandigarh,Wholesale,147,45.19,32.24,SAFE,YES
Karnataka,296.69,39,Medium,8/15/2022,8,Buttermilk,Mother dairy,97.23,52.2,5075.41,11,Refrigerated,7/29/2022,8/9/2022,25,52.06,1301.5,Karnataka,Retail,72,72.82,164.18,IN DANGER,NO
Delhi,111.7,17,Large,4/21/2019,8,Buttermilk,Sudha,-347.25,10.5,3646.13,13,Refrigerated,3/3/2019,3/16/2019,7,11.57,80.99,Tamil Nadu,Wholesale,340,73.37,174.36,SAFE,NO
Karnataka,180.47,97,Medium,10/11/2019,10,Ghee,Raj,160.94,89.95,14476.55,63,Ambient,2019/09/12,11/14/2019,155,94.83,14698.65,Bihar,Retail,5,15.38,150.91,IN DANGER,YES
Haryana,572.74,11,Large,2/12/2020,6,Curd,Amul,367.61,91.29,33559.12,5,Refrigerated,2/9/2020,2/14/2020,1,92.25,92.25,West Bengal,Wholesale,366,85.69,74.43,SAFE,YES
Jharkhand,766.4,34,Large,12/8/2022,1,Milk,Sudha,16.79,11.34,190.4,2,Polythene Packet,10/9/2022,10/11/2022,14,14.64,204.96,Jharkhand,Wholesale,2,26.58,73.72,IN DANGER,NO
Uttar Pradesh,149.92,41,Small,3/9/2021,5,Ice Cream,Palle2patnam,228.94,74.04,16950.72,26,Frozen,1/19/2021,2/14/2021,121,71.53,8655.13,Kerala,Online,107,64.47,141.26,SAFE,NO
Rajasthan,304.49,64,Medium,1/26/2019,9,Paneer,Mother Dairy,942.65,13.46,12688.07,14,Refrigerated,12/18/2018,"January 01, 2019",808,10.4,8403.2,Bihar,Wholesale,134,48.85,39.19,SAFE,NO
Karnataka,155.04,60,Large,10/7/2021,5,Ice Cream,Amul,392.61,62.3,24459.6,21,Frozen,8/20/2021,9/10/2021,329,62.05,20414.45,Maharashtra,Retail,63,33.65,21.03,SAFE,NO
Telangana,255.34,72,Large,6/27/2021,9,Paneer,Sudha,302.17,90.97,27488.4,14,Refrigerated,6/5/2021,6/19/2021,159,94.83,15077.97,West Bengal,Online,143,27.08,166.99,SAFE,NO
Maharashtra,39.67,59,Small,2/9/2020,9,Paneer,Sudha,672.18,27.5,18484.95,14,Refrigerated,1/23/2020,2/6/2020,585,31.99,18714.15,Uttar Pradesh,Wholesale,87,19.1,61.07,SAFE,NO
Jharkhand,364.62,32,Large,3/2/2021,7,Lassi,Sudha,552.74,43.29,23928.11,14,Refrigerated,1/29/2021,2/12/2021,234,39.89,9334.26,Chandigarh,Retail,318,90.09,186.53,SAFE,NO
West Bengal,189.35,69,Large,5/27/2020,9,Paneer,Raj,663.14,,18362.35,12,Refrigerated,5/23/2020,6/4/2020,146,31.88,4654.48,Bihar,Wholesale,517,11.64,25.87,SAFE,YES
Bihar,544.05,74,Medium,8/25/2022,8,Buttermilk,mother dairy,916.81,16.7,15310.73,11,REFRIGERATED,8/13/2022,8/24/2022,632,18.62,11767.84,Maharashtra,Wholesale,284,26.61,196.08,SAFE,NO
Chandigarh,71.65,69,Small,9/22/2022,9,Paneer,Mother Dairy,922.11,62.95,58046.82,12,Refrigerated,8/25/2022,9/6/2022,233,65.58,15280.14,Haryana,Retail,689,86.81,117.15,SAFE,NO
Maharashtra,217.22,94,Small,10/9/2019,4,Yogurt,Palle2patnam,15.29,94.88,1450.72,23,Frozen,9/15/2019,10/8/2019,6,90.82,544.92,Haryana,Wholesale,9,14.59,68.2,IN DANGER,NO
Haryana,77.0,27,Small,6/28/2021,6,Curd,Sudha,800.47,51.92,41560.4,6,Refrigerated,6/20/2021,6/26/2021,547,49.26,26945.22,West Bengal,Retail,253,53.63,139.46,SAFE,NO
Gujarat,506.33,58,Large,2/5/2019,6,Curd,Mother Dairy,584.77,,9560.99,7,Refrigerated,1/18/2019,1/25/2019,77,14.03,1080.31,Haryana,Retail,507,77.72,193.33,SAFE,NO
Bihar,855.9,83,Large,9/24/2021,4,Yogurt,Amul,48.5,14.98,726.53,21,Refrigerated,8/29/2021,9/19/2021,23,14.53,334.19,Delhi,Retail,25,36.99,105.92,IN DANGER,NO
Chandigarh,496.69,36,Small,6/27/2021,4,Yogurt,dodla dairy,992.4,63.31,62828.84,29,Frozen,5/12/2021,6/10/2021,861,59.42,51160.62,Maharashtra,Wholesale,131,14.22,168.04,SAFE,NO
Bihar,221.7,50,Large,1/28/2021,3,Cheese,Passion Cheese,918.3,32.79,30111.06,30,Refrigerated,12/17/2020,16-01-2021,337,36.97,12458.89,Karnataka,Wholesale,581,55.6,185.84,SAFE,NO
  Delhi  ,325.69,41,Large,8/24/2020,7,Lassi,Raj,997.53,,46285.39,15,Refrigerated,7/23/2020,8/7/2020,563,41.85,23561.55,Gujarat,Retail,434,81.48,165.15,SAFE,NO
  Jharkhand  ,394.83,55,Medium,10/27/2022,3,Cheese,Amul,217.77,67.85,14775.69,66,Refrigerated,10/4/2022,12/9/2022,26,69.12,1797.12,Haryana,Retail,191,20.59,170.76,SAFE,YES
Maharashtra,564.43,27,Small,10/23/2021,4,Yogurt,Mother Dairy,774.58,69.79,54057.94,24,frozen,10/17/2021,11/10/2021,747,66.86,49944.42,Kerala,Wholesale,27,70.39,56.35,IN DANGER,YES
Karnataka,238.01,95,Large,3/26/2022,10,Ghee,Raj,114.7,35.37,4056.94,106,Ambient,2/22/2022,6/8/2022,27,35.58,960.66,West Bengal,Wholesale,87,25.37,121.32,SAFE,YES
Jharkhand,111.14,19,Large,3/26/2020,10,Ghee,Mother Dairy,590.08,19.68,11612.77,97,,3/5/2020,6/10/2020,580,20.08,11646.4,Delhi,Wholesale,10,72.09,125.48,IN DANGER,YES
Gujarat,420.13,91,Small,3/15/2022,7,Lassi,Raj,986.15,43.87,43262.4,14,Refrigerated,27-01-2022,2/10/2022,925,46.95,43428.75,Kerala,Retail,61,39.39,148.65,SAFE,NO
Jharkhand,307.21,91,Large,9/25/2021,2,Butter,Amul,911.62,11.66,10629.49,26,Frozen,9/5/2021,10/1/2021,133,14.3,1901.9,Tamil Nadu,Retail,778,60.15,65.33,SAFE,YES
Kerala,430.56,57,Medium,8/20/2019,2,Butter,Warana,966.19,69.42,67072.91,38,Frozen,8/15/2019,9/22/2019,649,72.95,47344.55,Karnataka,Retail,317,14.14,23.95,SAFE,YES
Tamil Nadu,605.48,80,Small,12/11/2022,1,Milk,Raj,114.61,72.95,8360.8,25,Tetra Pack,11/14/2022,12/9/2022,84,68.39,5744.76,Tamil Nadu,Retail,30,17.84,62.59,SAFE,NO
Uttar Pradesh,535.6,32,Medium,8/5/2021,1,Milk,MOTHER DAIRY,726.83,73.44,53378.4,1,Polythene Packet,7/21/2021,7/22/2021,494,69.65,34407.1,Madhya Pradesh,Retail,232,97.52,110.8,SAFE,NO
Maharashtra,214.16,90,Large,6/8/2022,7,Lassi,SUDHA,373.85,61.26,22902.05,12,Refrigerated,5/29/2022,6/10/2022,28,65.03,1820.84,Uttar Pradesh,Online,345,84.31,189.02,SAFE,YES
Telangana,71.73,90,Medium,12/1/2019,6,Curd,Amul,33.85,26.93,911.58,5,Refrigerated,11/23/2019,11/28/2019,17,24.13,410.21,Gujarat,Online,16,80.1,108.03,IN DANGER,NO
Uttar Pradesh,24.94,89,Small,9/1/2019,6,Curd,Amul,901.97,80.27,72401.13,6,Refrigerated,8/2/2019,8/8/2019,328,76.24,25006.72,Kerala,Retail,573,16.8,179.1,SAFE,NO
Delhi,800.03,31,Large,6/14/2022,4,Yogurt,Amul,352.65,45.23,15950.36,23,Frozen,5/25/2022,6/17/2022,234,41.18,9636.12,Telangana,Online,118,78.57,100.84,SAFE,YES
Delhi,618.26,23,Large,4/20/2019,5,Ice Cream,Mother Dairy,630.45,36.58,23061.86,29,Frozen,06/03/2019,4/4/2019,230,36.82,8468.6,Chandigarh,Online,400,15.5,80.14,SAFE,NO
Haryana,129.6,54,Small,3/24/2022,8,Buttermilk,Amul,51.73,67.79,3506.78,14,Refrigerated,2/17/2022,3/3/2022,40,63.62,2544.8,Karnataka,Online,11,59.32,185.04,IN DANGER,NO
Telangana,543.66,84,Large,4/26/2022,8,Buttermilk,Raj,804.18,34.98,28130.22,13,Refrigerated,4/20/2022,5/3/2022,237,39.38,9333.06,Telangana,Wholesale,567,93.99,98.56,SAFE,YES
Rajasthan,714.74,85,Medium,11/26/2019,4,Yogurt,Dodla Dairy,892.27,76.37,68142.66,25,Refrigerated,11/22/2019,2019/12/17,112,75.05,8405.6,Madhya Pradesh,Wholesale,780,79.74,48.46,SAFE,YES
Tamil Nadu,967.87,65,Large,5/17/2020,6,Curd,Amul,882.33,59.28,52304.52,7,Refrigerated,3/29/2020,4/5/2020,539,54.83,29553.37,Tamil Nadu,Retail,343,70.76,76.46,SAFE,NO
